"","datadate","gvkey","viol","Year","Month","Day","Date","gvkey.1","datadate.1","Year.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","datacqtr.1","gvkey.2","cikSEC","nameSEC"
"3430",12312005,145809,1,2005,12,31,"31.12.2005",145809,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",14.752,24.341,10.696,18.892,0,0,5.323,8.903,-1.71,1.097,2.47,15.438,0,0,0.821,NA,"I",0,0,1.25,"2004Q1",145809,1041418,"LOGICVISION INC"
"3431",12312007,145809,1,2007,12,31,"31.12.2007",145809,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",10.668,18.263,8.327,24.165,NA,NA,8.287,9.057,-0.647,0.51,2.874,9.206,0,0,0.024,NA,"I",0,0,1,"2004Q1",145809,1041418,"LOGICVISION INC"
"3432",3312004,145817,1,2004,3,31,"31.03.2004",145817,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",17.372,23.541,6.543,25.826,7.986,0.04,15.64,15.68,-0.088,0.35,16.455,7.861,0,0,0.116,0,"I",0,0,1.52,"2004Q1",145817,1071775,"PACIFIC CMA INC"
"3433",6302004,145817,1,2004,6,30,"30.06.2004",145817,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",19.778,26.719,7.323,25.831,5.226,3.981,13.448,17.429,0.507,0.455,21.563,9.29,0,0.007,0.187,0,"I",0,0,1.05,"2004Q1",145817,1071775,"PACIFIC CMA INC"
"3434",3312007,146071,1,2007,3,31,"31.03.2007",146071,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",22.348,30.287,0.615,5.916,0.56,3.647,12.973,17.048,-0.957,2.444,10.871,13.239,0.428,0,0.095,0,"I",0,0,4.4,"2004Q1",146071,1099918,"DIVERSIFIED SECURITY SOLUTIONS INC"
"3435",6302004,146071,1,2004,6,30,"30.06.2004",146071,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",14.111,19.355,1.572,5.178,2.033,0.16,7.589,7.883,NA,1.147,6.525,11.472,0.134,0.167,0.049,0,"I",0,0,8.8,"2004Q1",146071,1099918,"DIVERSIFIED SECURITY SOLUTIONS INC"
"3436",6302007,146071,1,2007,6,30,"30.06.2007",146071,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",23.299,31.023,1.258,5.916,0.476,0.475,16.693,17.596,0.541,2.236,13.521,13.427,0.428,0,0.074,0,"I",0,0,3.75,"2004Q1",146071,1099918,"DIVERSIFIED SECURITY SOLUTIONS INC"
"3437",9302007,146071,1,2007,9,30,"30.09.2007",146071,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",26.881,34.717,1.77,5.926,4.036,0.559,19.878,20.815,0.907,2.41,15.862,13.902,0.378,0.025,0.25,0,"I",0,0,5.94,"2004Q1",146071,1099918,"DIVERSIFIED SECURITY SOLUTIONS INC"
"3438",12312006,146071,1,2006,12,31,"31.12.2006",146071,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",23.471,31.372,0.2,5.916,0.505,3.464,13.469,17.361,-0.596,2.402,14.567,14.011,0.428,1.666,1.393,0,"I",0,0,3.79,"2004Q1",146071,1099918,"DIVERSIFIED SECURITY SOLUTIONS INC"
"3439",12312007,146071,1,2007,12,31,"31.12.2007",146071,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",24.904,32.332,3.277,5.926,4.271,0.466,17.932,18.398,0.489,2.409,17.598,13.934,0,0.025,0.653,0,"I",0,0,4.43,"2004Q1",146071,1099918,"DIVERSIFIED SECURITY SOLUTIONS INC"
"3440",3312005,146117,1,2005,3,31,"31.03.2005",146117,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",4.833,26.275,0.341,41.61,4.692,2.367,22.33,25.025,-2.136,15.941,2.843,1.25,0,0,0,0,"A",0,0,2.06,"2004Q1",146117,1141240,"LIQUIDMETAL TECHNOLOGIES INC"
"3441",6302005,146117,1,2005,6,30,"30.06.2005",146117,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",6.759,23.922,1.256,41.61,7.595,2.044,25.715,28.132,-1.164,14.996,3.727,-4.21,0,0,0.063,0,"A",0,0,1.93,"2004Q1",146117,1141240,"LIQUIDMETAL TECHNOLOGIES INC"
"3442",12312007,146117,1,2007,12,31,"31.12.2007",146117,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",9.351,22.513,1.18,44.726,8.274,14.588,21.71,36.709,-0.294,9.73,8.518,-14.58,0,0,1.171,0,"A",0,0,0.7,"2004Q1",146117,1141240,"LIQUIDMETAL TECHNOLOGIES INC"
"3443",6302004,146171,1,2004,6,30,"30.06.2004",146171,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",231.803,446.574,7.44,31.749,0.066,33,91.957,148.721,17.447,11.705,205.123,297.801,5.221,10.969,2.498,0,"A",0,0,18.77,"2004Q1",146171,892537,"MANTECH INTERNATIONAL CORP"
"3444",3312007,146176,1,2007,3,31,"31.03.2007",146176,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1.706,4.134,0.324,3.952,3.9,0,5.139,6.024,-0.133,1.088,2.049,-1.89,0,0,0.002,0,"I",0,0,0.36,"2004Q1",146176,1132034,"EXPERIENTIAL AGENCY INC"
"3445",6302007,146176,1,2007,6,30,"30.06.2007",146176,"30.06.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",2.461,4.539,0.233,3.952,3.988,0,5.343,6.701,0.073,1.071,2.791,-2.162,0,0,0.002,0,"I",0,0,0.37,"2004Q1",146176,1132034,"EXPERIENTIAL AGENCY INC"
"3446",9302007,146176,1,2007,9,30,"30.09.2007",146176,"30.09.2007",2007,2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",2.116,4.506,0.284,3.977,3.988,0,5.386,5.816,0.169,1.054,2.006,-1.31,0,0,0.002,0,"I",0,0,0.2805,"2004Q1",146176,1132034,"EXPERIENTIAL AGENCY INC"
"3447",12312006,146176,1,2006,12,31,"31.12.2006",146176,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1.275,3.53,0.373,3.952,2.25,1.25,3.038,4.35,-0.383,1.104,2.333,-0.82,0,0,1.027,0,"I",0,0,0.21,"2004Q1",146176,1132034,"EXPERIENTIAL AGENCY INC"
"3448",3312005,146204,1,2005,3,31,"31.03.2005",146204,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",12.31,15.572,9.414,61.157,0.387,0.416,2.157,2.573,NA,0.2,0.061,12.999,0,0.315,0.107,0,"I",0,0,3.36,"2004Q1",146204,1084557,"TASKER CAPITAL CORP"
"3449",6302005,146204,1,2005,6,30,"30.06.2005",146204,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",8.081,13.55,4.251,64.747,0.217,0.426,1.445,2.801,NA,0.502,0.244,10.749,0,0.571,0.43,0,"I",0,0,3.25,"2004Q1",146204,1084557,"TASKER CAPITAL CORP"
"3450",12312004,146204,1,2004,12,31,"31.12.2004",146204,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",16.468,16.767,14.225,48.864,0.437,0.458,2.065,2.523,-1.387,0.102,0,14.244,0,0,0.112,0,"I",0,0,2.81,"2004Q1",146204,1084557,"TASKER CAPITAL CORP"
"3451",2292004,146334,1,2004,2,29,"29.02.2004",146334,"29.02.2004",2004,2004,2,"INDL","C","D","STD","CAD","2004Q1","2004Q2",7482.001,9356.02,2466.386,27,1302.162,3057.68,4485.715,7603.986,98.393,992.506,3857.691,1752.034,NA,0,91.824,NA,"I",0,0,8.5,"2004Q1",146334,835541,"SOLECTRON CORP"
"3452",5312004,146334,1,2004,5,31,"31.05.2004",146334,"31.05.2004",2004,2004,3,"INDL","C","D","STD","CAD","2004Q2","2004Q3",6405.938,8151.632,1656.456,27,34.848,1677.502,3174.475,4895.434,146.363,1003.904,4146.538,3256.198,NA,0,138.437,NA,"I",0,0,7.29,"2004Q1",146334,835541,"SOLECTRON CORP"
"3453",3312007,147262,1,2007,3,31,"31.03.2007",147262,"31.03.2007",2007,2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",67.318,175.699,0.162,30.262,0.289,18.39,29.698,53.403,1.175,7.466,90.518,122.296,4.716,0,0.258,0,"I",0,0,6.35,"2004Q1",147262,1163958,"MEDICAL STAFFING NETWORK HOLDINGS INC"
"3454",6302004,147262,1,2004,6,30,"30.06.2004",147262,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",77.18,220.852,2.377,30.23,0.789,42.395,19.632,71.033,1.339,9.832,106.002,149.819,8.701,0.024,0.756,0,"I",0,0,6.44,"2004Q1",147262,1163958,"MEDICAL STAFFING NETWORK HOLDINGS INC"
"3455",9302006,147262,1,2006,9,30,"30.09.2006",147262,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",65.333,202.845,1.12,30.257,0.287,18.697,28.259,55.69,3.384,7.762,95.646,147.155,8.096,0.261,1.095,0,"I",0,0,6.22,"2004Q1",147262,1163958,"MEDICAL STAFFING NETWORK HOLDINGS INC"
"3456",12312004,147262,1,2004,12,31,"31.12.2004",147262,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",68.987,210.903,0.345,30.231,0.385,31.793,19.054,60.877,1.855,8.481,98.459,150.026,9.808,0.024,1.179,0,"I",0,0,8.19,"2004Q1",147262,1163958,"MEDICAL STAFFING NETWORK HOLDINGS INC"
"3457",6302004,147302,1,2004,6,30,"30.06.2004",147302,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",84.772,87.986,62.78,32.209,0,0,35.414,35.83,-2.709,1.981,19.467,52.156,0,0,0.815,0,"I",0,0,3.71,"2004Q1",147302,1035656,"PLUMTREE SOFTWARE INC"
"3458",12312006,147340,1,2006,12,31,"31.12.2006",147340,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",6.415,16.368,4.633,16.49,1.54,3.071,3.666,6.795,0.72,0.232,3.511,9.573,0,7.596,0.151,0,"A",0,0,2.91,"2004Q1",147340,1112920,"GLOBALSCAPE INC"
"3459",12312007,147340,1,2007,12,31,"31.12.2007",147340,"31.12.2007",2007,2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",8.475,20.362,5.214,17.432,0,0,3.402,5.272,1.289,0.263,4.419,15.09,1.75,0,0.175,0.528,"A",0,0,5.5,"2004Q1",147340,1112920,"GLOBALSCAPE INC"
"3460",3312006,147453,1,2006,3,31,"31.03.2006",147453,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",150.212,250.737,90.681,22.081,17,121,88.852,218.69,22.808,41.816,207.089,32.047,7.54,0,0.512,0,"I",0,0,6.66,"2004Q1",147453,1166291,"PINNACLE AIRLINES CORP"
"3461",12312005,147483,1,2005,12,31,"31.12.2005",147483,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",9.51,51.685,4.037,69.648,0.574,0.519,13.612,18.266,-3.783,37.277,3.26,33.419,1.883,0,22.687,0,"I",0,0,2.58,"2005Q2",147483,1202963,"ENERGYTEC INC"
"3462",12312006,147483,1,2006,12,31,"31.12.2006",147483,"31.12.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",4.678,42.283,0.533,69.777,1.554,3.633,13.742,19.373,-8.615,36.204,2.191,22.91,0,0,2.872,0,"I",0,0,0.23,"2005Q2",147483,1202963,"ENERGYTEC INC"
"3463",3312004,147638,1,2004,3,31,"31.03.2004",147638,"31.03.2004",2004,2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",342.7,2390.3,286.6,142.858,31.3,1188.2,326.7,1582.7,95.9,1769.3,540.5,803.7,0,0,17.7,0,"A",0.18,0.18,21.98,"2004Q1",147638,1168696,"REGAL ENTERTAINMENT GROUP"
"3464",6302004,147638,1,2004,6,30,"30.06.2004",147638,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",431.2,2477.6,356.7,143.778,260.9,1752.5,576.4,2396,154.5,1777.2,673.1,79.5,0,36.8,46,0,"A",5.18,5.18,18.1,"2004Q1",147638,1168696,"REGAL ENTERTAINMENT GROUP"
"3465",9302006,147639,1,2006,9,30,"30.09.2006",147639,"30.09.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",237.605,2314.853,177.525,42.432,87.006,1487.777,187.397,1827.983,80.378,1891.67,306.132,486.87,127.603,0,124.515,0,"I",0,0,15.52,"2004Q2",147639,1159154,"REPUBLIC AIRWAYS HOLDINGS INC"
"3466",12312004,147639,1,2004,12,31,"31.12.2004",147639,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",83.1,1171.82,47.423,25.559,46.986,803.883,116.483,997.169,41.913,1031.94,188.52,174.651,56.956,0,143.603,NA,"I",0,0,13.27,"2004Q2",147639,1159154,"REPUBLIC AIRWAYS HOLDINGS INC"
"3467",12312004,147648,1,2004,12,31,"31.12.2004",147648,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",0.959,5.219,0.034,13.877,0.576,0.192,1.347,1.539,-0.067,0.071,1.009,3.68,0,NA,0.026,0,"I",0,0,0.51,"2004Q1",147648,1163332,"VERTICAL HEALTH SOLUTIONS INC"
"3468",3312006,147657,1,2006,3,31,"31.03.2006",147657,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",30.043,147.396,19.456,21.581,0,52.775,24.939,84.01,12.841,117.353,59.272,63.386,6.296,0,2.322,34.986,"A",0.06,0.06,21.77,"2004Q1",147657,1162556,"DOVER DOWNS GAMING & ENTERTAINMENT INC"
"3469",6302006,147658,1,2006,6,30,"30.06.2006",147658,"30.06.2006",2006,2006,3,"INDL","C","D","STD","USD","2006Q2","2006Q3",1195.132,2662.019,416.94,110.613,66.294,256.001,751.987,1439.752,3.118,291.015,714.446,1222.267,101.417,1.4,77.939,8.516,"I",0,0,22.48,"2004Q1",147658,1168478,"HEWITT ASSOCIATES INC"
"3470",10312006,147708,1,2006,10,31,"31.10.2006",147708,"31.10.2006",2006,2006,4,"INDL","C","D","STD","USD","2006Q3","2006Q4",45.777,107.494,0.05,14.293,5.112,10.406,33.754,48.551,2.361,19.908,76.843,58.943,4.391,0,4.513,1.2,"A",0,0,9.75,"2004Q1",147708,1133470,"CALAVO GROWERS INC"
"3471",12312004,148219,1,2004,12,31,"31.12.2004",148219,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",1.029,7.37,0.75,7.146,0.333,0,1.386,1.386,-1.267,0.895,0.595,5.984,0,-0.058,0.112,0,"A",0,0,3.52,"2004Q1",148219,1103021,"BIODELIVERY SCIENCES INTERNATIONAL INC"
"3472",3312007,148234,1,2007,3,31,"31.03.2007",148234,"31.03.2007",2007,2006,4,"INDL","C","D","STD","USD","2007Q1","2006Q4",41.922,117.228,2.994,121.059,24.954,21.936,40.713,63.144,-8.04,12.606,34.717,54.084,0,8.53,7.137,NA,"I",0,0,1.98,"2004Q2",148234,1071941,"CRITICAL HOME CARE INC"
"3473",6302005,148234,1,2005,6,30,"30.06.2005",148234,"30.06.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q2","2005Q1",28.604,69.082,2.731,93.27,12.176,16.839,21.826,39.126,0.123,3.441,30.739,29.956,0,2.429,1.246,0,"I",0,0,2.05,"2004Q2",148234,1071941,"CRITICAL HOME CARE INC"
"3474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475",3312006,148281,1,2006,3,31,"31.03.2006",148281,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",229.076,2321.589,5.414,86.101,0,366.202,390.196,1187.832,55.839,1802.342,80.26,1133.757,224.515,20.808,78.863,0,"I",0,0,20.51,"2006Q1",148281,1022345,"MARINER ENERGY INC"
"3476",3312005,148313,1,2005,3,31,"31.03.2005",148313,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",126.571,385.997,0.991,19.038,1.4,274.851,111.769,415.107,15.677,114.561,161.138,-30.943,1.165,0,2.623,0,"I",0,0,10.85,"2004Q1",148313,922863,"QUALITY DISTRIBUTION INC"
"3477",7312004,148391,1,2004,7,31,"31.07.2004",148391,"31.07.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",60.706,102.841,5.266,19.237,11.127,0,41.412,45.049,-1.648,40.548,84.701,57.792,NA,0,11.871,0,"A",0,0,10.51,"2004Q1",148391,1056285,"KIRKLANDS INC"
"3478",3312005,148410,1,2005,3,31,"31.03.2005",148410,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",432.599,495.604,186.137,61.576,0,0,75.59,76.802,-25.469,22.915,71.859,418.802,0,0,2.023,0,"I",0,0,11.35,"2004Q1",148410,1138951,"LEAPFROG ENTERPRISES INC"
"3479",6302005,148410,1,2005,6,30,"30.06.2005",148410,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",468.955,532.718,159.595,61.923,0,0,118.644,120.914,-11.95,23.886,87.067,411.804,0,0,6.092,0,"I",0,0,11.3,"2004Q1",148410,1138951,"LEAPFROG ENTERPRISES INC"
"3480",12312004,148410,1,2004,12,31,"31.12.2004",148410,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",494.871,559.794,97.165,61.029,0,0,123.994,125.294,-11.333,24.807,256.749,434.5,0,0,20.546,0,"I",0,0,13.6,"2004Q1",148410,1138951,"LEAPFROG ENTERPRISES INC"
"3481",9302004,148476,1,2004,9,30,"30.09.2004",148476,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",74.144,443.772,53.251,23.685,0.044,284.875,54.508,339.827,5.703,326.019,52.064,103.945,0.016,0,45.741,0,"I",0,0,4.15,"2004Q1",148476,1096788,"KNOLOGY INC"
"3482",6302004,148509,1,2004,6,30,"30.06.2004",148509,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",15.739,20.533,11.524,29.49,0.186,0.611,4.923,5.534,-1.711,1.304,3.444,14.999,0,0,0.91,NA,"I",0,0,3.08,"2004Q1",148509,1164552,"CITADEL SECURITY SOFTWARE INC"
"3483",6302005,148509,1,2005,6,30,"30.06.2005",148509,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",5.993,16.847,3.765,30.006,1.373,1.302,6.906,9.337,-4.567,6.003,2.693,7.51,0,0,1.204,NA,"I",0,0,0.75,"2004Q1",148509,1164552,"CITADEL SECURITY SOFTWARE INC"
"3484",9302005,148509,1,2005,9,30,"30.09.2005",148509,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",3.704,14.07,0.598,30.056,0,3.082,7.036,11.315,-4.336,5.695,2.194,2.755,0,0,1.291,NA,"I",0,0,0.6,"2004Q1",148509,1164552,"CITADEL SECURITY SOFTWARE INC"
"3485",12312004,148509,1,2004,12,31,"31.12.2004",148509,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",11.92,22.409,9.838,29.846,1.327,1.989,8.432,11.616,-5.055,6.356,1.714,10.793,0,0,5.039,0,"I",0,0,2.6,"2004Q1",148509,1164552,"CITADEL SECURITY SOFTWARE INC"
"3486",12312005,148509,1,2005,12,31,"31.12.2005",148509,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",4.823,14.465,1.32,30.518,0.925,3.75,10.572,15.33,-2.948,5.126,3.66,-0.865,0,0,1.174,NA,"I",0,0,0.31,"2004Q1",148509,1164552,"CITADEL SECURITY SOFTWARE INC"
"3487",3312005,148770,1,2005,3,31,"31.03.2005",148770,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",51.231,557.828,15.184,10.643,0,265,54.611,320.486,14.872,291.616,89.637,237.342,0,41.688,15.879,0,"I",0.78,0.78,47.37,"2004Q1",148770,1166036,"MARKWEST ENERGY PARTNERS L P"
"3488",6302004,149268,1,2004,6,30,"30.06.2004",149268,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",287.088,2853.907,8.683,77.001,0,878.515,395.967,1937.678,89.637,2321.681,152.77,916.229,398.584,13.744,83.618,0,"I",0,0,18.35,"2004Q1",149268,891456,"PLAINS EXPLORATION & PRODUCTION CO"
"3489",6302005,149268,1,2005,6,30,"30.06.2005",149268,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",268.821,2559.256,0.969,77.477,0,751.922,446.077,1925.133,127.194,2083.117,217.308,634.123,223.962,0,301.735,0,"I",0,0,35.53,"2004Q1",149268,891456,"PLAINS EXPLORATION & PRODUCTION CO"
"3490",3312004,149379,1,2004,3,31,"31.03.2004",149379,"31.03.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q1","2004Q2",7.61,15.854,1.214,13.883,4.431,2.021,13.583,15.604,-1.991,2.014,0.265,0.25,0,0,0.061,NA,"A",0,0,3,"2004Q1",149379,1066923,"ENTECH ENVIRONMENTAL TECHNOLOGIES INC"
"3491",1312006,149477,1,2006,1,31,"31.01.2006",149477,"31.01.2006",2006,2005,3,"INDL","C","D","STD","USD","2005Q4","2005Q3",87.801,268.926,29.021,52.88,19.956,18.199,46.84,70.598,-7.284,19.645,36.004,198.047,5.559,1.003,4.022,0,"A",0,0,5,"2004Q1",149477,1166380,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC"
"3492",4302005,149477,1,2005,4,30,"30.04.2005",149477,"30.04.2005",2005,2004,4,"INDL","C","D","STD","USD","2005Q1","2004Q4",97.752,283.752,43.838,52.735,0.775,19.656,38.798,64.544,-2.353,20.28,37.591,219.208,6.09,9.067,1.9,0,"A",0,0,3.54,"2004Q1",149477,1166380,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC"
"3493",4302006,149477,1,2006,4,30,"30.04.2006",149477,"30.04.2006",2006,2005,4,"INDL","C","D","STD","USD","2006Q1","2005Q4",77.303,282.309,9.013,54.774,11.565,33.093,50.868,90.247,-11.83,23.717,46.189,191.593,5.885,3.83,7.96,0,"A",0,0,4.24,"2004Q1",149477,1166380,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC"
"3494",10312006,149477,1,2006,10,31,"31.10.2006",149477,"31.10.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q3","2006Q2",87.379,202.448,30.185,65.285,27.206,17.9,66.444,90.25,NA,23.359,12.318,111.982,5.582,0.043,4.302,NA,"A",0,0,1.74,"2004Q1",149477,1166380,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC"
"3495",10312007,149477,1,2007,10,31,"31.10.2007",149477,"31.10.2007",2007,2007,2,"INDL","C","D","STD","USD","2007Q3","2007Q2",55.663,105.601,3.501,78.552,56.165,0,86.515,86.706,-3.612,7.01,6.177,18.412,0,0,1.11,0,"A",0,0,1.15,"2004Q1",149477,1166380,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC"
"3496",3312005,149578,1,2005,3,31,"31.03.2005",149578,"31.03.2005",2005,2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",146.36,1018.335,58.644,25.377,0.642,329.365,69.568,452.939,19.818,130.825,123.253,565.396,48.295,9.135,16.087,NA,"A",0,0,27.51,"2004Q1",149578,1175108,"ROTECH HEALTHCARE INC"
"3497",3312006,149578,1,2006,3,31,"31.03.2006",149578,"31.03.2006",2006,2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",106.546,1024.857,2.27,25.417,10.605,328.746,90.403,452.59,20.259,150.817,132.474,572.267,29.881,2.013,19.563,0,"A",0,0,14.51,"2004Q1",149578,1175108,"ROTECH HEALTHCARE INC"
"3498",6302005,149578,1,2005,6,30,"30.06.2005",149578,"30.06.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",130.421,1021.393,33.228,25.377,0.645,329.191,71.684,454.756,26.037,143.21,133.043,566.637,49.024,16.662,39.465,NA,"A",0,0,26.25,"2004Q1",149578,1175108,"ROTECH HEALTHCARE INC"
"3499",6302006,149578,1,2006,6,30,"30.06.2006",149578,"30.06.2006",2006,2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",105.754,573.221,14.976,25.417,81.152,287.038,140.977,431.413,4.636,149.898,111.845,141.808,0,1.816,33.598,0,"A",0,0,3.76,"2004Q1",149578,1175108,"ROTECH HEALTHCARE INC"
"3500",9302005,149578,1,2005,9,30,"30.09.2005",149578,"30.09.2005",2005,2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",134.232,1030.915,37.293,25.405,0.637,329.043,76.104,461.047,29.648,142.932,136.969,569.868,51.181,21.068,60.072,NA,"A",0,0,23.7,"2004Q1",149578,1175108,"ROTECH HEALTHCARE INC"
"3501",12312005,149578,1,2005,12,31,"31.12.2005",149578,"31.12.2005",2005,2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",104.433,1018.684,14.222,25.417,6.071,328.88,79.323,443.826,28.882,148.168,139.917,574.858,31.574,30.777,78.768,NA,"A",0,0,16.76,"2004Q1",149578,1175108,"ROTECH HEALTHCARE INC"
"3502",6302004,150201,1,2004,6,30,"30.06.2004",150201,"30.06.2004",2004,2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",52.763,165.539,5.31,8.476,0,60,26.824,87.19,4.765,107.099,61.253,78.349,0,26.733,2.232,0,"A",0.525,0.525,28,"2004Q1",150201,1176334,"MARTIN MIDSTREAM PARTNERS LP"
"3503",9302004,150201,1,2004,9,30,"30.09.2004",150201,"30.09.2004",2004,2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",61.01,175.594,2.227,8.476,0,69,29.724,99.923,5.477,109.256,72.19,75.671,0,29.251,4.335,0,"A",0.525,0.525,28.78,"2004Q1",150201,1176334,"MARTIN MIDSTREAM PARTNERS LP"
"3504",12312004,150201,1,2004,12,31,"31.12.2004",150201,"31.12.2004",2004,2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",72.541,188.332,3.184,8.476,0,73,38.49,112.798,7.543,109.769,91.633,75.534,0,31.234,5.182,0,"A",0.525,0.525,29.93,"2004Q1",150201,1176334,"MARTIN MIDSTREAM PARTNERS LP"
"3505",3312005,150284,1,2005,3,31,"31.03.2005",150284,"31.03.2005",2005,2005,2,"INDL","C","D","STD","USD","2005Q1","2005Q2",101.961,134.366,63.149,16.331,0,0,40.262,43.993,3.096,5.637,57.456,90.373,3.731,0,1.257,0,"I",0,0,20.34,"2004Q1",150284,787030,"VISTACARE INC"
